6,4,pa2-unknown-h-EM-nav.txt
  407.86,   430.56,   431.67
  362.60,   444.73,   416.43
  317.92,   459.47,   400.82
  424.14,   457.42,   408.46
  379.10,   471.76,   392.92
  334.10,   486.19,   376.82
  516.84,   417.99,   517.85
  546.49,   431.18,   555.14
  575.79,   444.09,   591.52
  518.11,   380.97,   528.87
  548.00,   393.93,   566.02
  577.78,   406.67,   602.80
  361.83,   400.19,   382.64
  366.95,   434.08,   346.87
  371.23,   468.01,   310.05
  399.32,   388.66,   376.71
  404.39,   422.34,   340.86
  409.00,   456.23,   304.14
  506.93,   381.59,   314.08
  536.06,   387.16,   272.77
  565.08,   392.87,   231.11
  537.01,   364.47,   333.58
  566.33,   370.33,   291.96
  595.76,   375.98,   250.68
