8, 6, 12, pa2-unknown-i-optpivot.txt
   12.63,     8.16, -1499.92
   11.36,     7.34, -1349.93
   12.06,   158.16, -1499.11
   10.80,   157.34, -1349.12
  162.62,     8.72, -1498.66
  161.36,     7.90, -1348.67
  162.05,   158.72, -1497.85
  160.79,   157.90, -1347.86
  429.82,   447.65, -1253.16
  469.26,   458.65, -1224.46
  508.69,   469.66, -1195.75
  451.64,   404.74, -1266.67
  491.07,   415.74, -1237.97
  530.51,   426.75, -1209.27
   12.87,     4.30, -1499.94
   11.58,     3.87, -1349.94
   13.40,   154.30, -1499.50
   12.12,   153.87, -1349.51
  162.87,     3.77, -1498.65
  161.58,     3.34, -1348.66
  163.40,   153.77, -1498.22
  162.11,   153.34, -1348.22
  420.05,   391.61, -1340.39
  438.18,   398.64, -1386.46
  456.30,   405.67, -1432.53
  425.17,   440.44, -1330.93
  443.29,   447.47, -1377.00
  461.41,   454.50, -1423.07
   -2.51,    -5.10, -1499.99
   -2.26,    -4.59, -1349.99
   -3.11,   144.90, -1500.50
   -2.86,   145.41, -1350.50
  147.49,    -4.50, -1500.24
  147.74,    -3.99, -1350.24
  146.89,   145.50, -1500.75
  147.14,   146.01, -1350.75
  405.72,   450.58, -1271.06
  440.82,   483.23, -1256.84
  475.91,   515.88, -1242.62
  440.78,   422.43, -1292.94
  475.87,   455.08, -1278.72
  510.97,   487.73, -1264.50
   -9.34,     0.01, -1499.97
   -8.41,     0.01, -1349.97
  -10.57,   150.01, -1499.96
   -9.63,   150.00, -1349.97
  140.65,     1.23, -1500.91
  141.58,     1.23, -1350.91
  139.43,   151.23, -1500.90
  140.36,   151.23, -1350.90
  372.88,   456.84, -1267.24
  387.82,   500.50, -1248.01
  402.76,   544.17, -1228.77
  418.13,   450.25, -1287.45
  433.08,   493.92, -1268.21
  448.02,   537.58, -1248.98
   10.13,    -9.17, -1499.94
    9.12,    -8.25, -1349.94
   10.14,   140.83, -1500.85
    9.13,   141.74, -1350.86
  160.13,    -9.18, -1498.92
  159.11,    -8.26, -1348.93
  160.14,   140.82, -1499.84
  159.12,   141.74, -1349.85
  381.98,   449.89, -1306.58
  379.20,   499.38, -1300.02
  376.42,   548.87, -1293.46
  413.90,   446.60, -1268.24
  411.12,   496.09, -1261.68
  408.34,   545.58, -1255.11
    2.32,    14.14, -1499.93
    2.09,    12.72, -1349.94
    3.10,   164.13, -1498.52
    2.87,   162.71, -1348.52
  152.32,    13.35, -1499.71
  152.09,    11.94, -1349.71
  153.10,   163.35, -1498.29
  152.87,   161.93, -1348.30
  348.66,   408.06, -1261.40
  299.56,   399.27, -1258.04
  250.45,   390.49, -1254.67
  345.26,   407.99, -1311.28
  296.15,   399.20, -1307.92
  247.05,   390.42, -1304.56
  -12.06,     3.79, -1499.95
  -10.85,     3.41, -1349.95
  -11.51,   153.79, -1499.57
  -10.31,   153.41, -1349.58
  137.93,     3.25, -1501.15
  139.14,     2.87, -1351.16
  138.48,   153.24, -1500.78
  139.69,   152.86, -1350.78
  340.01,   441.34, -1282.19
  313.96,   483.99, -1283.60
  287.91,   526.65, -1285.01
  373.94,   461.03, -1313.19
  347.89,   503.69, -1314.60
  321.84,   546.34, -1316.01
   -8.68,    -4.30, -1499.97
   -7.81,    -3.87, -1349.97
   -9.53,   145.69, -1500.39
   -8.66,   146.12, -1350.40
  141.32,    -3.45, -1500.84
  142.18,    -3.02, -1350.84
  140.46,   146.54, -1501.26
  141.33,   146.97, -1351.27
  351.18,   435.64, -1262.39
  321.96,   474.48, -1250.68
  292.74,   513.33, -1238.96
  354.67,   452.43, -1309.36
  325.45,   491.27, -1297.64
  296.23,   530.12, -1285.93
    4.91,    12.92, -1499.94
    4.42,    11.63, -1349.94
    5.65,   162.91, -1498.64
    5.16,   161.62, -1348.65
  154.91,    12.18, -1499.45
  154.42,    10.88, -1349.46
  155.65,   162.17, -1498.16
  155.16,   160.88, -1348.16
  368.63,   462.93, -1283.39
  344.58,   497.53, -1256.46
  320.53,   532.12, -1229.54
  379.67,   438.00, -1241.48
  355.63,   472.59, -1214.55
  331.58,   507.19, -1187.63
   14.55,    -1.02, -1499.93
   13.09,    -0.92, -1349.94
   15.74,   148.97, -1500.02
   14.29,   149.07, -1350.03
  164.54,    -2.22, -1498.47
  163.08,    -2.11, -1348.48
  165.73,   147.78, -1498.56
  164.28,   147.88, -1348.57
  394.65,   456.94, -1293.62
  400.89,   505.17, -1281.98
  407.13,   553.39, -1270.34
  433.26,   444.86, -1264.24
  439.51,   493.08, -1252.61
  445.75,   541.31, -1240.97
    1.19,     7.99, -1499.98
    1.07,     7.19, -1349.98
    0.05,   157.98, -1499.18
   -0.07,   157.18, -1349.18
  151.18,     9.12, -1499.85
  151.06,     8.33, -1349.86
  150.04,   159.12, -1499.06
  149.92,   158.32, -1349.06
  340.18,   430.66, -1313.04
  307.55,   436.18, -1350.51
  274.92,   441.70, -1387.99
  374.30,   413.46, -1345.28
  341.67,   418.97, -1382.76
  309.04,   424.49, -1420.24
   -4.54,    14.51, -1499.92
   -4.08,    13.06, -1349.93
   -3.25,   164.50, -1498.48
   -2.80,   163.05, -1348.48
  145.46,    13.23, -1500.39
  145.91,    11.78, -1350.40
  146.74,   163.21, -1498.94
  147.20,   161.76, -1348.95
  344.20,   400.25, -1316.79
  313.22,   397.65, -1355.96
  282.25,   395.04, -1395.12
  376.88,   426.18, -1344.36
  345.90,   423.58, -1383.53
  314.92,   420.97, -1422.69
