8, 8, 27, 8, pa1-unknown-j-calreadings.txt
    0.00,     0.00, -1500.00
    0.00,     0.00, -1350.00
    0.00,   150.00, -1500.00
    0.00,   150.00, -1350.00
  150.00,     0.00, -1500.00
  150.00,     0.00, -1350.00
  150.00,   150.00, -1500.00
  150.00,   150.00, -1350.00
  208.48,   211.63, -1290.97
  209.28,   213.89, -1040.98
  215.53,   461.52, -1293.25
  216.32,   463.78, -1043.26
  458.38,   204.58, -1291.71
  459.18,   206.83, -1041.72
  465.43,   454.47, -1293.98
  466.22,   456.72, -1044.00
  210.56,   212.84,   211.53
  209.41,   213.20,   333.27
  207.09,   214.26,   456.39
  212.70,   339.15,   205.59
  213.31,   337.50,   331.32
  213.33,   337.11,   458.28
  214.11,   463.21,   201.11
  216.80,   461.07,   329.51
  219.58,   459.58,   458.62
  332.01,   208.46,   211.13
  335.07,   211.57,   335.93
  337.73,   213.61,   460.20
  335.30,   333.21,   207.70
  338.88,   333.65,   333.68
  341.52,   334.08,   459.13
  339.29,   457.37,   204.33
  342.42,   455.69,   330.56
  344.36,   455.01,   457.57
  454.20,   205.45,   210.27
  460.09,   210.22,   335.98
  465.79,   212.35,   460.30
  457.90,   328.20,   209.51
  463.73,   330.76,   334.24
  468.11,   332.00,   457.98
  464.24,   452.01,   207.68
  467.24,   451.89,   331.40
  468.36,   452.42,   456.01
    0.00,     0.00, -1500.00
    0.00,     0.00, -1350.00
    0.00,   150.00, -1500.00
    0.00,   150.00, -1350.00
  150.00,     0.00, -1500.00
  150.00,     0.00, -1350.00
  150.00,   150.00, -1500.00
  150.00,   150.00, -1350.00
  208.07,   211.40, -1051.44
  213.89,   216.33,  -801.56
  203.38,   461.31, -1056.26
  209.20,   466.24,  -806.37
  457.96,   215.98, -1057.35
  463.78,   220.90,  -807.47
  453.27,   465.89, -1062.16
  459.09,   470.81,  -812.28
  206.00,   211.59,   445.64
  206.91,   215.31,   571.32
  209.13,   219.88,   698.86
  206.24,   334.72,   445.84
  209.35,   337.39,   573.29
  213.60,   341.50,   700.06
  206.45,   457.54,   445.08
  210.80,   459.16,   573.25
  214.28,   462.13,   699.62
  336.19,   216.89,   447.34
  338.85,   219.44,   572.12
  339.14,   220.60,   697.52
  333.82,   337.26,   444.99
  337.27,   340.17,   571.05
  338.98,   343.96,   697.59
  331.08,   458.68,   441.70
  334.54,   461.65,   569.49
  337.26,   467.07,   696.82
  464.32,   221.47,   444.83
  468.46,   221.87,   568.62
  468.30,   219.91,   693.54
  460.71,   340.78,   441.17
  463.74,   342.63,   566.33
  462.49,   345.05,   692.63
  455.68,   461.52,   437.73
  457.40,   465.28,   564.30
  458.11,   471.57,   692.08
    0.00,     0.00, -1500.00
    0.00,     0.00, -1350.00
    0.00,   150.00, -1500.00
    0.00,   150.00, -1350.00
  150.00,     0.00, -1500.00
  150.00,     0.00, -1350.00
  150.00,   150.00, -1500.00
  150.00,   150.00, -1350.00
  210.93,   451.30, -1291.12
  206.88,   452.28, -1041.15
  208.09,   701.29, -1292.14
  204.05,   702.26, -1042.17
  460.88,   454.16, -1287.09
  456.84,   455.13, -1037.12
  458.04,   704.14, -1288.11
  454.00,   705.11, -1038.14
  209.71,   453.17,   203.56
  210.06,   450.50,   331.87
  209.92,   448.48,   460.66
  206.89,   575.88,   204.89
  208.36,   573.89,   332.07
  209.23,   572.52,   459.28
  205.79,   697.41,   211.83
  206.76,   697.73,   334.56
  205.58,   698.19,   455.22
  334.77,   452.26,   208.64
  335.30,   449.67,   334.91
  334.76,   448.75,   462.24
  335.21,   576.92,   208.75
  334.28,   574.27,   334.18
  332.73,   573.37,   460.31
  336.02,   702.65,   211.65
  333.88,   701.94,   334.81
  331.00,   702.88,   458.15
  459.82,   451.87,   214.39
  460.17,   450.71,   338.46
  459.35,   451.08,   462.92
  462.69,   577.55,   212.15
  459.68,   575.88,   336.23
  455.71,   576.65,   462.21
  465.02,   705.35,   210.49
  459.97,   705.06,   334.90
  455.16,   707.68,   461.27
    0.00,     0.00, -1500.00
    0.00,     0.00, -1350.00
    0.00,   150.00, -1500.00
    0.00,   150.00, -1350.00
  150.00,     0.00, -1500.00
  150.00,     0.00, -1350.00
  150.00,   150.00, -1500.00
  150.00,   150.00, -1350.00
  210.56,   448.76, -1050.44
  205.94,   454.60,  -800.55
  204.78,   698.62, -1056.38
  200.16,   704.46,  -806.50
  460.45,   454.65, -1045.95
  455.83,   460.48,  -796.06
  454.67,   704.51, -1051.90
  450.05,   710.35,  -802.01
  213.55,   445.08,   451.21
  212.38,   447.36,   579.14
  211.31,   450.89,   705.23
  211.10,   569.02,   447.29
  209.31,   570.97,   574.49
  205.40,   573.13,   701.66
  206.74,   694.48,   441.53
  202.14,   696.85,   565.28
  195.02,   698.35,   694.13
  338.44,   446.93,   452.89
  336.70,   450.57,   580.74
  334.15,   456.25,   707.74
  334.78,   571.44,   448.71
  332.62,   575.42,   576.46
  330.05,   581.07,   705.17
  331.73,   700.34,   444.18
  328.33,   704.54,   570.21
  325.20,   708.16,   699.58
  463.01,   450.64,   454.12
  459.42,   455.08,   580.65
  454.98,   461.69,   708.51
  458.13,   576.12,   450.73
  454.72,   582.32,   578.12
  453.37,   590.06,   706.15
  456.01,   706.91,   447.17
  453.68,   712.88,   574.84
  454.88,   718.39,   702.18
    0.00,     0.00, -1500.00
    0.00,     0.00, -1350.00
    0.00,   150.00, -1500.00
    0.00,   150.00, -1350.00
  150.00,     0.00, -1500.00
  150.00,     0.00, -1350.00
  150.00,   150.00, -1500.00
  150.00,   150.00, -1350.00
  450.00,   210.32, -1291.76
  452.31,   208.05, -1041.78
  456.76,   460.22, -1289.56
  459.07,   457.95, -1039.58
  699.90,   203.58, -1294.13
  702.20,   201.31, -1044.15
  706.66,   453.47, -1291.93
  708.97,   451.21, -1041.95
  446.00,   211.19,   210.62
  452.49,   213.36,   336.15
  458.74,   213.41,   460.25
  449.38,   333.89,   211.79
  456.16,   333.91,   336.57
  461.04,   333.17,   460.12
  455.91,   457.95,   211.73
  459.46,   455.43,   335.66
  461.42,   453.71,   460.46
  571.31,   209.85,   209.15
  576.10,   210.61,   332.07
  581.89,   208.70,   454.51
  573.80,   332.26,   211.66
  580.04,   331.49,   333.64
  584.85,   329.10,   455.37
  580.23,   455.19,   212.16
  583.68,   453.02,   334.63
  584.77,   451.55,   457.72
  698.97,   209.34,   207.71
  699.33,   205.99,   325.86
  700.81,   200.53,   446.00
  700.20,   332.83,   209.70
  703.63,   328.69,   329.19
  705.80,   323.13,   449.35
  704.39,   454.21,   209.64
  707.85,   451.78,   332.40
  708.71,   449.17,   455.19
    0.00,     0.00, -1500.00
    0.00,     0.00, -1350.00
    0.00,   150.00, -1500.00
    0.00,   150.00, -1350.00
  150.00,     0.00, -1500.00
  150.00,     0.00, -1350.00
  150.00,   150.00, -1500.00
  150.00,   150.00, -1350.00
  451.39,   208.80, -1051.99
  453.70,   206.39,  -802.01
  444.97,   458.70, -1049.52
  447.28,   456.29,  -799.54
  701.29,   215.24, -1054.24
  703.60,   212.83,  -804.26
  694.87,   465.14, -1051.77
  697.19,   462.73,  -801.79
  457.50,   214.37,   450.26
  460.05,   211.16,   574.26
  458.00,   205.46,   699.11
  453.25,   333.85,   450.60
  454.67,   332.19,   575.65
  451.89,   330.84,   701.78
  447.32,   454.12,   450.50
  447.58,   454.80,   577.19
  446.67,   457.23,   704.94
  580.89,   216.16,   444.56
  583.69,   211.63,   568.51
  583.03,   205.50,   695.34
  577.23,   336.53,   445.89
  577.41,   333.54,   570.68
  574.19,   331.47,   697.94
  570.80,   458.78,   448.34
  569.76,   458.54,   573.64
  568.07,   459.94,   701.21
  700.38,   214.48,   436.20
  702.18,   209.57,   561.51
  703.82,   207.42,   691.64
  698.68,   337.73,   440.54
  698.15,   333.42,   565.05
  696.36,   332.30,   693.92
  694.51,   463.49,   446.03
  693.58,   460.92,   570.86
  691.65,   459.56,   697.03
    0.00,     0.00, -1500.00
    0.00,     0.00, -1350.00
    0.00,   150.00, -1500.00
    0.00,   150.00, -1350.00
  150.00,     0.00, -1500.00
  150.00,     0.00, -1350.00
  150.00,   150.00, -1500.00
