6,6,pa2-unknown-g-em-fiducialss.txt
  498.52,    70.21,   358.43
  508.12,    75.07,   310.28
  517.71,    79.95,   262.07
  530.74,    48.12,   361.19
  540.25,    51.14,   313.66
  549.90,    54.12,   266.02
  520.92,   207.32,   410.41
  473.68,   214.90,   393.17
  427.36,   223.31,   375.85
  526.91,   247.03,   416.14
  479.69,   254.89,   398.95
  433.18,   263.49,   381.71
  489.52,   114.14,   451.34
  473.50,   133.46,   408.49
  458.24,   154.25,   365.35
  497.39,   148.56,   465.96
  481.62,   168.35,   422.80
  466.58,   189.52,   379.51
  499.43,   200.01,   488.79
  477.55,   216.77,   531.28
  456.27,   235.11,   573.60
  518.68,   236.74,   483.77
  496.92,   253.55,   525.91
  475.67,   271.63,   567.84
  381.51,   205.26,   385.76
  378.63,   256.02,   377.09
  376.03,   307.49,   368.63
  415.91,   205.41,   364.56
  413.21,   255.92,   355.92
  410.79,   307.06,   347.41
  357.45,   183.77,   431.67
  358.63,   218.34,   468.50
  360.83,   254.45,   505.13
  383.88,   161.49,   451.27
  384.85,   195.79,   488.12
  386.96,   231.87,   524.70
