6,6,pa2-unknown-j-em-fiducialss.txt
  501.04,   569.86,   386.97
  548.95,   568.33,   370.59
  597.28,   566.34,   354.53
  488.60,   574.80,   349.10
  536.95,   572.54,   333.08
  585.31,   569.62,   317.45
  298.68,   512.09,   306.09
  303.82,   554.97,   279.95
  308.68,   598.63,   253.10
  328.56,   523.06,   330.93
  333.36,   566.65,   304.59
  338.13,   609.99,   278.32
  485.98,   454.26,   316.34
  515.52,   493.40,   304.71
  545.69,   531.98,   292.90
  508.97,   445.91,   348.51
  538.48,   485.22,   336.86
  568.22,   524.19,   324.86
  412.98,   524.39,   476.24
  414.58,   563.59,   508.85
  416.66,   603.51,   540.66
  440.43,   504.06,   497.60
  442.06,   543.45,   529.27
  443.66,   583.54,   561.19
  263.09,   485.37,   461.06
  214.96,   492.62,   447.89
  165.92,   499.63,   434.91
  271.01,   522.88,   452.03
  223.03,   529.39,   438.75
  174.18,   535.90,   425.52
  433.50,   597.86,   430.99
  444.65,   620.50,   387.71
  455.43,   642.37,   343.27
  429.75,   561.11,   412.30
  440.81,   584.23,   368.44
  451.83,   606.44,   324.59
